ticket_id,created_date,channel,category,priority,agent,team,first_response_minutes,resolution_hours,status,resolved_date,csat_score,region,country,response_sla_met,resolution_sla_met,month,week,day_of_week,hour_of_day
TKT-002115,2024-12-07 02:00:00,Phone,Refund Request,Medium,Agent_004,Team_Beta,23.73810120699613,2.9008185861262246,Resolved,2024-12-07 04:54:02.946910,3.0,APAC,Japan,True,True,2024-12,2024-12-02/2024-12-08,Saturday,2
TKT-002116,2024-03-20 04:00:00,Chat,Booking Modification,Low,Agent_005,Team_Gamma,156.96071107092655,3.270497886603171,Resolved,2024-03-20 07:16:13.792392,4.0,APAC,Australia,False,True,2024-03,2024-03-18/2024-03-24,Wednesday,4
TKT-002117,2024-04-18 18:00:00,Email,General Inquiry,Critical,Agent_007,Team_Delta,1.5147503752268796,2.8476849449912987,Resolved,2024-04-18 20:50:51.665802,3.0,EMEA,France,True,True,2024-04,2024-04-15/2024-04-21,Thursday,18
TKT-002118,2024-10-14 12:00:00,Chat,Booking Modification,Medium,Agent_003,Team_Delta,3.6570860964225718,22.936695284567186,Resolved,2024-10-15 10:56:12.103024,5.0,APAC,Japan,True,True,2024-10,2024-10-14/2024-10-20,Monday,12
TKT-002119,2024-03-01 09:00:00,Email,Cancellation Request,Low,Agent_004,Team_Alpha,50.70385362131407,60.27327028982401,Resolved,2024-03-03 21:16:23.773043,3.0,EMEA,UAE,False,False,2024-03,2024-02-26/2024-03-03,Friday,9
TKT-002120,2024-12-30 02:00:00,Chat,Refund Request,Low,Agent_025,Team_Alpha,42.67021270399694,83.2367563582799,In Progress,,,APAC,Thailand,False,False,2024-12,2024-12-30/2025-01-05,Monday,2
TKT-002121,2024-07-28 01:00:00,Self-Service,Payment Issue,Low,Agent_015,Team_Alpha,135.07076549887054,10.384636230829665,Resolved,2024-07-28 11:23:04.690431,5.0,APAC,India,False,True,2024-07,2024-07-22/2024-07-28,Sunday,1
TKT-002122,2024-11-29 07:00:00,Chat,Cancellation Request,Low,Agent_002,Team_Alpha,96.1848558665407,7.8893810575905565,Resolved,2024-11-29 14:53:21.771807,5.0,APAC,India,False,True,2024-11,2024-11-25/2024-12-01,Friday,7
TKT-002123,2024-09-09 04:00:00,Chat,Booking Modification,Low,Agent_024,Team_Gamma,17.8566168933843,13.967961615281911,Resolved,2024-09-09 17:58:04.661815,4.0,APAC,Thailand,True,True,2024-09,2024-09-09/2024-09-15,Monday,4
TKT-002124,2024-03-28 08:00:00,Email,Cancellation Request,High,Agent_025,Team_Delta,35.87192982443447,3.0559663467120055,Resolved,2024-03-28 11:03:21.478848,3.0,APAC,Thailand,False,True,2024-03,2024-03-25/2024-03-31,Thursday,8
TKT-002125,2024-09-23 20:00:00,Chat,Booking Modification,Medium,Agent_005,Team_Alpha,40.489884816505615,67.19458870164335,Resolved,2024-09-26 15:11:40.519326,1.0,EMEA,UK,False,False,2024-09,2024-09-23/2024-09-29,Monday,20
TKT-002126,2024-05-18 19:00:00,Chat,Cancellation Request,Medium,Agent_007,Team_Beta,27.53580767735378,26.892666535340815,Resolved,2024-05-19 21:53:33.599527,4.0,Americas,Brazil,True,False,2024-05,2024-05-13/2024-05-19,Saturday,19
TKT-002127,2024-11-06 22:00:00,Chat,Cancellation Request,High,Agent_022,Team_Beta,41.51579145607488,1.7676112304046496,Resolved,2024-11-06 23:46:03.400429,4.0,Americas,USA,False,True,2024-11,2024-11-04/2024-11-10,Wednesday,22
TKT-002128,2024-07-31 17:00:00,Email,General Inquiry,High,Agent_017,Team_Alpha,1.5355058213368191,0.5,Resolved,2024-07-31 17:30:00.000000,1.0,APAC,Australia,True,True,2024-07,2024-07-29/2024-08-04,Wednesday,17
TKT-002129,2024-05-04 02:00:00,Email,General Inquiry,High,Agent_008,Team_Alpha,23.380668520606715,6.916331750356939,In Progress,,,APAC,Singapore,True,True,2024-05,2024-04-29/2024-05-05,Saturday,2
TKT-002130,2024-04-28 07:00:00,Phone,Booking Modification,Critical,Agent_009,Team_Alpha,2.268018280672653,1.9633577386859193,Resolved,2024-04-28 08:57:48.087859,3.0,APAC,India,True,True,2024-04,2024-04-22/2024-04-28,Sunday,7
TKT-002131,2024-05-21 00:00:00,Phone,Technical Issue,Medium,Agent_010,Team_Gamma,53.49249861439995,27.03076414580833,Resolved,2024-05-22 03:01:50.750925,4.0,Americas,Canada,False,False,2024-05,2024-05-20/2024-05-26,Tuesday,0
TKT-002132,2024-01-29 13:00:00,Email,Booking Modification,Critical,Agent_011,Team_Beta,13.348386807206513,0.6054009837253925,Resolved,2024-01-29 13:36:19.443541,5.0,EMEA,UAE,True,True,2024-01,2024-01-29/2024-02-04,Monday,13
TKT-002133,2024-11-09 19:00:00,Chat,Booking Modification,Medium,Agent_001,Team_Beta,32.81472329990482,17.46389936199078,Resolved,2024-11-10 12:27:50.037703,1.0,APAC,Australia,False,True,2024-11,2024-11-04/2024-11-10,Saturday,19
TKT-002134,2024-06-27 11:00:00,Chat,Booking Modification,Low,Agent_015,Team_Beta,2.747881927342426,21.54966122696607,Resolved,2024-06-28 08:32:58.780417,2.0,APAC,India,True,True,2024-06,2024-06-24/2024-06-30,Thursday,11
TKT-002135,2024-11-18 08:00:00,Phone,General Inquiry,Medium,Agent_008,Team_Delta,1.3172634135737016,40.85029864656117,In Progress,,,EMEA,France,True,False,2024-11,2024-11-18/2024-11-24,Monday,8
TKT-002136,2024-11-17 06:00:00,Chat,Account Access,Medium,Agent_019,Team_Gamma,18.059173223606233,1.7261316665370652,Resolved,2024-11-17 07:43:34.074000,4.0,APAC,Japan,True,True,2024-11,2024-11-11/2024-11-17,Sunday,6
TKT-002137,2024-03-08 11:00:00,Chat,Booking Modification,High,Agent_012,Team_Delta,22.825404644547238,1.9331590476762144,Resolved,2024-03-08 12:55:59.372572,5.0,Americas,Brazil,True,True,2024-03,2024-03-04/2024-03-10,Friday,11
TKT-002138,2024-10-13 04:00:00,Phone,Booking Modification,Low,Agent_006,Team_Gamma,40.80533877959035,44.33771959955258,Escalated,,,Americas,USA,False,False,2024-10,2024-10-07/2024-10-13,Sunday,4
TKT-002139,2024-02-29 15:00:00,Email,Payment Issue,Medium,Agent_010,Team_Beta,18.322625745995875,8.26900864369766,In Progress,,,EMEA,UK,True,True,2024-02,2024-02-26/2024-03-03,Thursday,15
TKT-002140,2024-07-15 09:00:00,Chat,Cancellation Request,Low,Agent_024,Team_Beta,184.15344968474713,53.612119164396674,In Progress,,,APAC,Japan,False,False,2024-07,2024-07-15/2024-07-21,Monday,9
TKT-002141,2024-07-27 06:00:00,Chat,Property Question,Low,Agent_005,Team_Delta,14.82146842698029,7.059696530439856,Resolved,2024-07-27 13:03:34.907510,3.0,APAC,Japan,True,True,2024-07,2024-07-22/2024-07-28,Saturday,6
TKT-002142,2024-01-07 18:00:00,Social Media,Payment Issue,Low,Agent_024,Team_Beta,225.13147600415334,1.661509320912365,Resolved,2024-01-07 19:39:41.433555,3.0,APAC,India,False,True,2024-01,2024-01-01/2024-01-07,Sunday,18
TKT-002143,2024-03-23 06:00:00,Social Media,Refund Request,Medium,Agent_007,Team_Alpha,13.903362628031347,71.69006205872992,Resolved,2024-03-26 05:41:24.223411,1.0,EMEA,France,True,False,2024-03,2024-03-18/2024-03-24,Saturday,6
TKT-002144,2024-05-17 03:00:00,Phone,Payment Issue,High,Agent_007,Team_Gamma,1.0,3.6506855168888226,Resolved,2024-05-17 06:39:02.467861,5.0,APAC,Thailand,True,True,2024-05,2024-05-13/2024-05-19,Friday,3
TKT-002145,2024-12-18 13:00:00,Email,Account Access,Low,Agent_023,Team_Beta,14.978192362457111,8.189241347903407,In Progress,,,APAC,Japan,True,True,2024-12,2024-12-16/2024-12-22,Wednesday,13
TKT-002146,2024-01-27 07:00:00,Email,Technical Issue,Medium,Agent_025,Team_Alpha,137.16817858571883,4.550371265472533,Resolved,2024-01-27 11:33:01.336556,1.0,APAC,Australia,False,True,2024-01,2024-01-22/2024-01-28,Saturday,7
TKT-002147,2024-02-07 17:00:00,Self-Service,Cancellation Request,Low,Agent_022,Team_Delta,72.02965124239864,104.19070344641472,In Progress,,,APAC,Australia,False,False,2024-02,2024-02-05/2024-02-11,Wednesday,17
TKT-002148,2024-03-24 22:00:00,Self-Service,Refund Request,Low,Agent_022,Team_Beta,35.55639236868332,76.50461667232435,Resolved,2024-03-28 02:30:16.620020,4.0,Americas,USA,False,False,2024-03,2024-03-18/2024-03-24,Sunday,22
TKT-002149,2024-11-25 00:00:00,Chat,Refund Request,Medium,Agent_009,Team_Beta,33.147922482459265,112.7327929117894,Resolved,2024-11-29 16:43:58.054482,1.0,Americas,Canada,False,False,2024-11,2024-11-25/2024-12-01,Monday,0
TKT-002150,2024-01-09 12:00:00,Phone,Payment Issue,Low,Agent_015,Team_Gamma,137.61535149726407,115.89404757487556,Resolved,2024-01-14 07:53:38.571270,2.0,EMEA,UAE,False,False,2024-01,2024-01-08/2024-01-14,Tuesday,12
TKT-002151,2024-01-25 05:00:00,Chat,Payment Issue,Medium,Agent_006,Team_Beta,17.27536469439454,52.5257518438339,Resolved,2024-01-27 09:31:32.706638,1.0,Americas,Brazil,True,False,2024-01,2024-01-22/2024-01-28,Thursday,5
TKT-002152,2024-08-24 11:00:00,Chat,Account Access,Low,Agent_016,Team_Gamma,155.03650334843502,33.253851072993996,Resolved,2024-08-25 20:15:13.863863,1.0,APAC,Australia,False,False,2024-08,2024-08-19/2024-08-25,Saturday,11
TKT-002153,2024-08-10 19:00:00,Phone,Booking Modification,Low,Agent_007,Team_Delta,34.882718909650904,82.52544553654974,In Progress,,,EMEA,UAE,False,False,2024-08,2024-08-05/2024-08-11,Saturday,19
TKT-002154,2024-04-20 03:00:00,Email,Booking Modification,Medium,Agent_015,Team_Gamma,5.362351827058229,12.771328957850923,Resolved,2024-04-20 15:46:16.784248,4.0,APAC,Japan,True,True,2024-04,2024-04-15/2024-04-21,Saturday,3
TKT-002155,2024-11-30 01:00:00,Social Media,Cancellation Request,Medium,Agent_023,Team_Delta,35.90367782210585,42.107197380189,Resolved,2024-12-01 19:06:25.910569,5.0,APAC,India,False,False,2024-11,2024-11-25/2024-12-01,Saturday,1
TKT-002156,2024-04-05 17:00:00,Chat,Refund Request,Low,Agent_002,Team_Beta,19.660306270932715,102.07793384851578,Escalated,,,APAC,Thailand,True,False,2024-04,2024-04-01/2024-04-07,Friday,17
TKT-002157,2024-02-06 10:00:00,Email,Refund Request,Medium,Agent_008,Team_Alpha,126.96861866437233,40.844406720807996,Resolved,2024-02-08 02:50:39.864195,2.0,Americas,USA,False,False,2024-02,2024-02-05/2024-02-11,Tuesday,10
TKT-002158,2024-08-19 16:00:00,Social Media,Account Access,High,Agent_012,Team_Delta,1.0,2.4003243195116815,Resolved,2024-08-19 18:24:01.167550,1.0,APAC,India,True,True,2024-08,2024-08-19/2024-08-25,Monday,16
TKT-002159,2024-01-29 17:00:00,Social Media,Property Question,Medium,Agent_011,Team_Beta,63.42040515285975,23.908259266136344,Resolved,2024-01-30 16:54:29.733358,4.0,EMEA,UAE,False,True,2024-01,2024-01-29/2024-02-04,Monday,17
TKT-002160,2024-06-15 16:00:00,Chat,Booking Modification,Low,Agent_006,Team_Delta,39.33272080015506,33.92713998287134,Resolved,2024-06-17 01:55:37.703938,4.0,EMEA,UAE,False,False,2024-06,2024-06-10/2024-06-16,Saturday,16
TKT-002161,2024-01-28 23:00:00,Email,Property Question,Medium,Agent_020,Team_Beta,84.21150929311756,14.857137356964575,Resolved,2024-01-29 13:51:25.694485,4.0,APAC,Singapore,False,True,2024-01,2024-01-22/2024-01-28,Sunday,23
TKT-002162,2024-11-26 07:00:00,Email,Refund Request,Medium,Agent_013,Team_Beta,2.791616904871104,166.6840320515938,In Progress,,,APAC,India,True,False,2024-11,2024-11-25/2024-12-01,Tuesday,7
TKT-002163,2024-02-18 19:00:00,Chat,Booking Modification,Low,Agent_023,Team_Alpha,366.9144488557464,33.695124017452486,Escalated,,,Americas,Brazil,False,False,2024-02,2024-02-12/2024-02-18,Sunday,19
TKT-002164,2024-08-20 23:00:00,Self-Service,Booking Modification,High,Agent_016,Team_Gamma,1.6036738331364846,0.5,Resolved,2024-08-20 23:30:00.000000,5.0,APAC,Japan,True,True,2024-08,2024-08-19/2024-08-25,Tuesday,23
TKT-002165,2024-09-21 06:00:00,Social Media,Booking Modification,High,Agent_008,Team_Alpha,23.259241723440212,5.908507509329019,In Progress,,,Americas,Brazil,True,True,2024-09,2024-09-16/2024-09-22,Saturday,6
TKT-002166,2024-03-01 09:00:00,Chat,Property Question,High,Agent_017,Team_Delta,10.92671089935218,7.811958509436994,Resolved,2024-03-01 16:48:43.050634,1.0,APAC,Japan,True,True,2024-03,2024-02-26/2024-03-03,Friday,9
TKT-002167,2024-04-15 19:00:00,Chat,Refund Request,High,Agent_013,Team_Alpha,8.442176631792472,19.479809644103284,Resolved,2024-04-16 14:28:47.314719,3.0,Americas,Canada,True,True,2024-04,2024-04-15/2024-04-21,Monday,19
TKT-002168,2024-06-13 23:00:00,Chat,Technical Issue,Medium,Agent_004,Team_Beta,14.79242068663842,24.0368338668766,Resolved,2024-06-14 23:02:12.601921,2.0,Americas,Canada,True,False,2024-06,2024-06-10/2024-06-16,Thursday,23
TKT-002169,2024-09-18 21:00:00,Social Media,General Inquiry,Medium,Agent_020,Team_Beta,82.85300562539183,0.5,Resolved,2024-09-18 21:30:00.000000,3.0,APAC,Thailand,False,True,2024-09,2024-09-16/2024-09-22,Wednesday,21
TKT-002170,2024-08-14 08:00:00,Chat,Booking Modification,Medium,Agent_010,Team_Alpha,10.027478092686138,3.0610292692209895,Resolved,2024-08-14 11:03:39.705369,5.0,APAC,Singapore,True,True,2024-08,2024-08-12/2024-08-18,Wednesday,8
TKT-002171,2024-06-26 12:00:00,Email,Account Access,High,Agent_025,Team_Delta,19.161129843354157,1.054984361229332,Resolved,2024-06-26 13:03:17.943700,1.0,APAC,Thailand,True,True,2024-06,2024-06-24/2024-06-30,Wednesday,12
TKT-002172,2024-04-08 09:00:00,Email,Refund Request,Medium,Agent_022,Team_Gamma,26.55965617914463,8.543529321306961,In Progress,,,APAC,Japan,True,True,2024-04,2024-04-08/2024-04-14,Monday,9
TKT-002173,2024-09-13 20:00:00,Email,Payment Issue,Low,Agent_020,Team_Gamma,779.8760555770949,115.79925743516094,Resolved,2024-09-18 15:47:57.326767,3.0,EMEA,France,False,False,2024-09,2024-09-09/2024-09-15,Friday,20
TKT-002174,2024-06-01 22:00:00,Chat,General Inquiry,Low,Agent_016,Team_Beta,113.42426647265609,17.794367435193966,Resolved,2024-06-02 15:47:39.722767,3.0,APAC,Singapore,False,True,2024-06,2024-05-27/2024-06-02,Saturday,22
TKT-002175,2024-03-14 01:00:00,Chat,Payment Issue,High,Agent_017,Team_Gamma,1.6503974971577402,3.3704389053223722,Resolved,2024-03-14 04:22:13.580059,3.0,Americas,Brazil,True,True,2024-03,2024-03-11/2024-03-17,Thursday,1
TKT-002176,2024-12-03 12:00:00,Social Media,Refund Request,Low,Agent_008,Team_Gamma,65.26823760770651,101.44063194072962,Resolved,2024-12-07 17:26:26.274987,2.0,Americas,Canada,False,False,2024-12,2024-12-02/2024-12-08,Tuesday,12
TKT-002177,2024-03-21 18:00:00,Social Media,Refund Request,Medium,Agent_011,Team_Delta,3.086954976484172,19.143758899057506,Resolved,2024-03-22 13:08:37.532037,1.0,EMEA,UAE,True,True,2024-03,2024-03-18/2024-03-24,Thursday,18
TKT-002178,2024-12-22 18:00:00,Phone,Refund Request,Critical,Agent_025,Team_Gamma,1.681950640684836,0.5,Resolved,2024-12-22 18:30:00.000000,4.0,APAC,Australia,True,True,2024-12,2024-12-16/2024-12-22,Sunday,18
TKT-002179,2024-09-06 00:00:00,Chat,Property Question,Medium,Agent_005,Team_Alpha,18.92491023488014,21.114755850198677,Resolved,2024-09-06 21:06:53.121061,1.0,APAC,Singapore,True,True,2024-09,2024-09-02/2024-09-08,Friday,0
TKT-002180,2024-10-01 12:00:00,Chat,Booking Modification,Critical,Agent_021,Team_Delta,9.592624158799556,0.5,Resolved,2024-10-01 12:30:00.000000,3.0,Americas,Canada,True,True,2024-10,2024-09-30/2024-10-06,Tuesday,12
TKT-002181,2024-12-25 00:00:00,Email,Property Question,Medium,Agent_016,Team_Alpha,81.90367388306402,20.348351958721423,Resolved,2024-12-25 20:20:54.067051,1.0,Americas,Canada,False,True,2024-12,2024-12-23/2024-12-29,Wednesday,0
TKT-002182,2024-09-19 16:00:00,Chat,Cancellation Request,Low,Agent_024,Team_Beta,1.3949428458594488,72.59923769992344,Resolved,2024-09-22 16:35:57.255720,4.0,APAC,Australia,True,False,2024-09,2024-09-16/2024-09-22,Thursday,16
TKT-002183,2024-11-02 01:00:00,Social Media,Refund Request,High,Agent_008,Team_Delta,11.398237373279093,23.867960325300018,Resolved,2024-11-03 00:52:04.657171,2.0,APAC,Japan,True,True,2024-11,2024-10-28/2024-11-03,Saturday,1
TKT-002184,2024-11-24 03:00:00,Email,Refund Request,Low,Agent_021,Team_Gamma,30.36179853119528,4.997265440424747,Resolved,2024-11-24 07:59:50.155586,1.0,APAC,India,False,True,2024-11,2024-11-18/2024-11-24,Sunday,3
TKT-002185,2024-10-03 09:00:00,Chat,Account Access,Medium,Agent_016,Team_Delta,17.360972958392345,8.696582591153922,In Progress,,,Americas,Brazil,True,True,2024-10,2024-09-30/2024-10-06,Thursday,9
TKT-002186,2024-01-25 21:00:00,Social Media,Booking Modification,Low,Agent_004,Team_Beta,2.6266936478333216,50.73057471974056,Resolved,2024-01-27 23:43:50.068991,1.0,EMEA,Germany,True,False,2024-01,2024-01-22/2024-01-28,Thursday,21
TKT-002187,2024-05-07 14:00:00,Self-Service,Refund Request,Low,Agent_006,Team_Alpha,166.23340070714852,27.28785438062782,Resolved,2024-05-08 17:17:16.275770,2.0,APAC,India,False,False,2024-05,2024-05-06/2024-05-12,Tuesday,14
TKT-002188,2024-04-07 08:00:00,Chat,Account Access,Medium,Agent_021,Team_Beta,135.34190584327933,14.392883740454959,Resolved,2024-04-07 22:23:34.381466,2.0,EMEA,France,False,True,2024-04,2024-04-01/2024-04-07,Sunday,8
TKT-002189,2024-01-24 20:00:00,Email,Refund Request,Low,Agent_008,Team_Delta,29.70265303526706,1.4612708518509583,Resolved,2024-01-24 21:27:40.575067,3.0,APAC,India,True,True,2024-01,2024-01-22/2024-01-28,Wednesday,20
TKT-002190,2024-11-09 09:00:00,Chat,Booking Modification,Medium,Agent_009,Team_Alpha,18.81923491632146,28.38074444269035,Resolved,2024-11-10 13:22:50.679994,3.0,EMEA,UAE,True,False,2024-11,2024-11-04/2024-11-10,Saturday,9
TKT-002191,2024-09-14 03:00:00,Email,Booking Modification,High,Agent_013,Team_Alpha,3.468278400451581,12.887871008993933,Resolved,2024-09-14 15:53:16.335632,2.0,EMEA,France,True,True,2024-09,2024-09-09/2024-09-15,Saturday,3
TKT-002192,2024-10-22 17:00:00,Chat,Booking Modification,Low,Agent_017,Team_Delta,319.19465682861255,180.77651219974533,In Progress,,,Americas,USA,False,False,2024-10,2024-10-21/2024-10-27,Tuesday,17
TKT-002193,2024-03-28 02:00:00,Email,Property Question,Low,Agent_009,Team_Beta,1.1280011872835654,85.20475778499878,Resolved,2024-03-31 15:12:17.128026,4.0,EMEA,UAE,True,False,2024-03,2024-03-25/2024-03-31,Thursday,2
TKT-002194,2024-09-30 14:00:00,Self-Service,Property Question,Medium,Agent_013,Team_Gamma,39.45325585133228,0.7750100292778894,Resolved,2024-09-30 14:46:30.036105,3.0,APAC,Australia,False,True,2024-09,2024-09-30/2024-10-06,Monday,14
TKT-002195,2024-07-11 16:00:00,Email,General Inquiry,Medium,Agent_009,Team_Beta,92.07516545310362,25.323198133261833,In Progress,,,EMEA,France,False,False,2024-07,2024-07-08/2024-07-14,Thursday,16
TKT-002196,2024-03-09 01:00:00,Chat,Cancellation Request,High,Agent_006,Team_Gamma,3.092585219659384,4.107018844673156,Resolved,2024-03-09 05:06:25.267841,4.0,Americas,USA,True,True,2024-03,2024-03-04/2024-03-10,Saturday,1
TKT-002197,2024-03-04 05:00:00,Email,Payment Issue,Low,Agent_010,Team_Beta,106.99039618404039,200.08344381344335,Resolved,2024-03-12 13:05:00.397728,2.0,EMEA,Germany,False,False,2024-03,2024-03-04/2024-03-10,Monday,5
TKT-002198,2024-06-01 00:00:00,Chat,Property Question,High,Agent_005,Team_Delta,1.0,13.945234751159248,Resolved,2024-06-01 13:56:42.845104,1.0,APAC,Singapore,True,True,2024-06,2024-05-27/2024-06-02,Saturday,0
TKT-002199,2024-03-05 01:00:00,Social Media,Refund Request,Medium,Agent_007,Team_Beta,75.832174950601,159.36134099244714,Escalated,,,APAC,India,False,False,2024-03,2024-03-04/2024-03-10,Tuesday,1
TKT-002200,2024-05-10 17:00:00,Email,Account Access,Medium,Agent_011,Team_Beta,14.435843270065451,47.520601718274676,Resolved,2024-05-12 16:31:14.166186,2.0,APAC,Australia,True,False,2024-05,2024-05-06/2024-05-12,Friday,17
TKT-002201,2024-10-18 01:00:00,Chat,Refund Request,Low,Agent_024,Team_Delta,538.5229136595756,56.997004805163186,Resolved,2024-10-20 09:59:49.217299,2.0,APAC,Japan,False,False,2024-10,2024-10-14/2024-10-20,Friday,1
TKT-002202,2024-01-05 01:00:00,Chat,Cancellation Request,Medium,Agent_009,Team_Delta,114.80264097804111,30.11801018129598,Resolved,2024-01-06 07:07:04.836653,5.0,APAC,Thailand,False,False,2024-01,2024-01-01/2024-01-07,Friday,1
TKT-002203,2024-06-05 06:00:00,Phone,Property Question,Low,Agent_025,Team_Alpha,158.24344981335304,160.47492771549372,In Progress,,,APAC,Australia,False,False,2024-06,2024-06-03/2024-06-09,Wednesday,6
TKT-002204,2024-12-21 15:00:00,Chat,Refund Request,Low,Agent_010,Team_Beta,82.4222781109167,62.13791586892437,In Progress,,,Americas,Brazil,False,False,2024-12,2024-12-16/2024-12-22,Saturday,15
TKT-002205,2024-12-06 14:00:00,Phone,Cancellation Request,Medium,Agent_011,Team_Delta,65.47297095418922,43.97883338483468,Resolved,2024-12-08 09:58:43.800185,2.0,EMEA,UAE,False,False,2024-12,2024-12-02/2024-12-08,Friday,14
TKT-002206,2024-12-03 15:00:00,Chat,Payment Issue,High,Agent_003,Team_Delta,2.0994355069955275,25.65843646560235,In Progress,,,APAC,Thailand,True,False,2024-12,2024-12-02/2024-12-08,Tuesday,15
TKT-002207,2024-08-13 13:00:00,Chat,Booking Modification,Medium,Agent_008,Team_Alpha,16.710887521340805,20.28531114042167,Resolved,2024-08-14 09:17:07.120106,3.0,APAC,Japan,True,True,2024-08,2024-08-12/2024-08-18,Tuesday,13
TKT-002208,2024-07-13 10:00:00,Email,Booking Modification,Medium,Agent_017,Team_Delta,1.2269122157318868,4.160329050566833,Resolved,2024-07-13 14:09:37.184582,1.0,Americas,USA,True,True,2024-07,2024-07-08/2024-07-14,Saturday,10
TKT-002209,2024-01-26 10:00:00,Social Media,Technical Issue,Medium,Agent_007,Team_Alpha,46.60681072054939,4.058054674494237,Resolved,2024-01-26 14:03:28.996828,4.0,APAC,India,False,True,2024-01,2024-01-22/2024-01-28,Friday,10
TKT-002210,2024-03-12 23:00:00,Social Media,Booking Modification,Medium,Agent_012,Team_Delta,73.68824909865229,2.940626090428902,In Progress,,,Americas,USA,False,True,2024-03,2024-03-11/2024-03-17,Tuesday,23
TKT-002211,2024-03-18 06:00:00,Chat,Payment Issue,Critical,Agent_016,Team_Alpha,14.620366457730572,1.9406416235500656,Resolved,2024-03-18 07:56:26.309845,5.0,EMEA,UK,True,True,2024-03,2024-03-18/2024-03-24,Monday,6
TKT-002212,2024-07-29 15:00:00,Email,Payment Issue,Medium,Agent_015,Team_Beta,52.19904770965566,23.551155733928343,Resolved,2024-07-30 14:33:04.160642,3.0,APAC,Australia,False,True,2024-07,2024-07-29/2024-08-04,Monday,15
TKT-002213,2024-04-06 20:00:00,Chat,Property Question,Low,Agent_021,Team_Delta,158.0530566035199,46.113116158994885,Resolved,2024-04-08 18:06:47.218172,1.0,Americas,Brazil,False,False,2024-04,2024-04-01/2024-04-07,Saturday,20
TKT-002214,2024-08-28 14:00:00,Email,Cancellation Request,Low,Agent_013,Team_Delta,270.9774146766374,31.654388506809617,Escalated,,,EMEA,UAE,False,False,2024-08,2024-08-26/2024-09-01,Wednesday,14
TKT-002215,2024-09-28 15:00:00,Email,Technical Issue,Medium,Agent_018,Team_Beta,123.96583845393496,86.7349944539961,Resolved,2024-10-02 05:44:05.980034,4.0,APAC,Singapore,False,False,2024-09,2024-09-23/2024-09-29,Saturday,15
TKT-002216,2024-03-13 21:00:00,Social Media,Booking Modification,Medium,Agent_018,Team_Beta,30.415140481982977,8.264117796447078,Resolved,2024-03-14 05:15:50.824067,1.0,EMEA,UK,False,True,2024-03,2024-03-11/2024-03-17,Wednesday,21
TKT-002217,2024-02-02 13:00:00,Social Media,Booking Modification,Low,Agent_024,Team_Beta,13.955394818028918,99.36091570607925,In Progress,,,EMEA,UK,True,False,2024-02,2024-01-29/2024-02-04,Friday,13
TKT-002218,2024-11-10 12:00:00,Email,Cancellation Request,High,Agent_005,Team_Alpha,9.422118370459561,0.6343663492065564,Resolved,2024-11-10 12:38:03.718857,3.0,EMEA,Germany,True,True,2024-11,2024-11-04/2024-11-10,Sunday,12
TKT-002219,2024-10-11 07:00:00,Email,Payment Issue,Medium,Agent_014,Team_Delta,36.54436896942218,33.159472415361556,Resolved,2024-10-12 16:09:34.100695,1.0,EMEA,Germany,False,False,2024-10,2024-10-07/2024-10-13,Friday,7
TKT-002220,2024-03-28 17:00:00,Social Media,Payment Issue,Medium,Agent_011,Team_Delta,44.92962319762931,37.62174396268453,Resolved,2024-03-30 06:37:18.278266,2.0,EMEA,UK,False,False,2024-03,2024-03-25/2024-03-31,Thursday,17
TKT-002221,2024-06-10 03:00:00,Phone,Booking Modification,Low,Agent_003,Team_Gamma,544.3283203035878,71.01213536788741,Resolved,2024-06-13 02:00:43.687324,1.0,EMEA,UAE,False,False,2024-06,2024-06-10/2024-06-16,Monday,3
TKT-002222,2024-10-26 17:00:00,Chat,Refund Request,Low,Agent_017,Team_Gamma,299.4868230368054,50.343116251611384,Resolved,2024-10-28 19:20:35.218506,2.0,Americas,USA,False,False,2024-10,2024-10-21/2024-10-27,Saturday,17
TKT-002223,2024-07-26 08:00:00,Chat,Technical Issue,High,Agent_023,Team_Delta,7.571763713910819,1.3180944406383892,In Progress,,,EMEA,France,True,True,2024-07,2024-07-22/2024-07-28,Friday,8
TKT-002224,2024-03-29 01:00:00,Email,Booking Modification,High,Agent_012,Team_Alpha,1.8063286722458647,2.7626737972315007,Resolved,2024-03-29 03:45:45.625670,3.0,APAC,Singapore,True,True,2024-03,2024-03-25/2024-03-31,Friday,1
TKT-002225,2024-09-01 23:00:00,Chat,Booking Modification,Low,Agent_003,Team_Alpha,29.016733975461683,15.248453698508639,Resolved,2024-09-02 14:14:54.433315,5.0,EMEA,UAE,True,True,2024-09,2024-08-26/2024-09-01,Sunday,23
TKT-002226,2024-06-14 10:00:00,Chat,General Inquiry,Low,Agent_023,Team_Gamma,22.910153701437203,26.072935152528032,In Progress,,,APAC,Japan,True,False,2024-06,2024-06-10/2024-06-16,Friday,10
TKT-002227,2024-10-29 16:00:00,Chat,Technical Issue,Medium,Agent_002,Team_Gamma,19.80343420770549,18.118923747668394,Resolved,2024-10-30 10:07:08.125492,2.0,APAC,Thailand,True,True,2024-10,2024-10-28/2024-11-03,Tuesday,16
